company_name,stock_id,stock_name,industry_name,legal_person_name,chief_name,area_name,law_office_name,stock_price,share_holder,leader
三川智慧科技股份有限公司,300066,三川智慧,仪器仪表,李建林,李建林,江西,北京市君致律师事务所,49.00,"['江西三川集团有限公司', '童保华', '王锋', '江西三川水表股份有限公司-第一期员工持股计划', '管红峰', '李强祖', '朱伟', '罗安保', '李建林', '吴雪松']","['童为民', '郑田田', '杨志清', '李汉国', '吴雪松', '李强祖', '童为民', '吴雪松', '倪国强', '李强祖', '李建林', '刘书明', '宋财华', '李静', '童保华', '宋财华', '夏敏仁']"
上海安诺其集团股份有限公司,300067,安诺其,化工行业,纪立军,纪立军,上海,上海市光大律师事务所,21.20,"['纪立军', '张烈寅', '臧少玉', '鹏华资产-浦发银行-粤财信托-粤财信托-菁英163期单一资金信托计划', '袁国珍', '程福生', '中央汇金资产管理有限责任公司', '凌凤远', '缪融', '沈翼']","['杨好伟', '顾洪锤', '郑强', '薛峰', '路增刚', '纪立军', '王雪亮', '董肇伟', '刘春红', '纪立军', '鲁珊', '徐宗宇', '王敬敏', '张连根', '徐长进', '赵茂成', '吴冬']"
浙江南都电源动力股份有限公司,300068,南都电源,电子元件,王海光,王海光,浙江,上海市锦天城律师事务所,33.00,"['杭州南都电源有限公司', '上海理成资产管理有限公司-理成南都资产管理计划', '朱保义', '宁波中金富盈股权投资合伙企业(有限合伙)', '蒋政一', '上海南都集团有限公司', '上海益都实业投资有限公司', '郭劲松', '杭州九纳投资合伙企业(有限合伙)', '陈博']","['周庆治', '王海光', '佟辛', '王莹娇', '陈建', '卢晓阳', '吴贤章', '王岳能', '朱保义', '张建华', '汪祥耀', '薛安克', '舒华英', '何伟', '王莹娇', '杨祖伟', '朱保义']"
浙江金利华电气股份有限公司,300069,金利华电,输配电气,朱方文,吴兰燕,浙江,京衡律师集团事务所,23.90,"['赵坚', '珠海安赐成长股权投资基金企业(有限合伙)', '上海玫颐企业管理咨询合伙企业(有限合伙)', '何杨海', '王克飞', '林志云', '王淑华', '肖关良', '何英姿', '陈菲金']","['周忠明', '谢伟', '黄浩', '赵西卜', '吴大卫', '朱方文', '朱青', '吴兰燕', '魏枫', '朱方文', '邓亮', '陈晓东', '沈红娟', '谢伟']"
北京碧水源科技股份有限公司,300070,碧水源,环保工程,文剑平,文剑平,北京,北京市齐致律师事务所,69.00,"['文剑平', '中国城乡控股集团有限公司', '刘振国', '何愿平', '新华基金-民生银行-碧水源定增1号资产管理计划', '国开创新资本投资有限责任公司', '陈亦力', '梁辉', 'GIC PRIVATE LIMITED', '香港中央结算有限公司']","['樊康平', '王月永', '徐骥', '何茹', '郑广锋', '孔维健', '戴日成', '王凯军', '戴日成', '张兴', '龙利民', '刘振国', '刘涛', '刘振国', '龙利民', '哈成云', '刘建军', '文剑平']"
北京华谊嘉信整合营销顾问集团股份有限公司,300071,华谊嘉信,文化传媒,姚晓洁,黄小川,北京,北京市金杜律师事务所,25.00,"['刘伟', '宋春静', '霖漉投资(上海)有限公司', '上海寰信投资咨询有限公司', '上海禅宗信息科技有限公司', '天津迪思投资管理有限公司', '孙高发', 'LIANG RONG', '王利峰', '蔡思源']","['柴健', '李孝念', '王春雷', '姚晓洁', '谢卫刚', '黄鑫', '葛建会', '姚晓洁', '李凌波', '黄鑫', '苗棣', '瞿玮', '方华', '彭松', '朱文杰', '黄小川', '武大威', '李凌波', '张向宁']"
北京三聚环保新材料股份有限公司,300072,三聚环保,化工行业,刘雷,刘雷,北京,北京国枫律师事务所,32.00,"['北京海淀科技发展有限公司', '林科', '北京中恒天达科技发展有限公司', '北京市海淀区国有资产投资经营有限公司', '常州京泽永兴投资中心(有限合伙)', '中国对外经济贸易信托有限公司-昀沣证券投资集合资金信托计划', '张雪凌', '刘雷', '赵郁', '中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金']","['孙艳红', '李林', '王宁生', '李林', '林科', '高群仰', '于子瑶', '刘雷', '杨刚', '刘明勇', '曹华锋', '谭向阳', '梁剑', '韩小京', '申宝剑', '杨文彪', '袁毅', '杜伟', '蒲延芳']"
北京当升材料科技股份有限公司,300073,当升科技,材料行业,李建忠,夏晓鸥,北京,北京市中伦律师事务所,36.00,"['北京矿冶科技集团有限公司', '香港中央结算有限公司', '中材国信投(天津)投资管理有限公司-北京中材国信投投资管理中心(有限合伙)', '常州金沙科技投资有限公司', '泰达宏利基金-民生银行-泰达宏利价值成长定向增发755号', '姚福来', '山东省国有资产投资控股有限公司', '刘恒才', '中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金', '中国人寿保险股份有限公司-分红-个人分红-005L-FH002深']","['夏晓鸥', '朱超平', '李建忠', '邹纯格', '姜军', '于明星', '李建忠', '刘翃', '解学成', '于月光', '景燕', '李国强', '李志会', '马彦卿', '关志波', '吉兆宁', '王晓明', '陈彦彬', '王子冬', '曲晓力', '曲晓力']"
华平信息技术股份有限公司,300074,华平股份,软件服务,吕文辉,吕文辉,上海,国浩律师(上海)事务所,72.00,"['智汇科技投资(深圳)有限公司', '熊模昌', '刘晓露', '深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金', '王红军', '葛英霞', '刘焱', '杨波', '王春燕', '竹中强']","['刘焱', '郝先经', '吴彪', '徐勇', '葛有召', '胡君健', '方永新', '徐国亮', '程林芳', '李惠', '胡君健', '袁华亮', '陈壮', '雷秀贤', '田甜', '李惠', '吕文辉']"
北京数字政通科技股份有限公司,300075,数字政通,软件服务,吴强华,吴强华,北京,北京市康达律师事务所,54.00,"['吴强华', '许欣', '安徽省铁路发展基金股份有限公司', '朱华', '张蕾', '李国忠', '北信瑞丰基金-招商银行-中国对外经济贸易信托-外贸信托-银河投资智远1号私募证券投资基金', '王洪深', '邵献军', '胡环宇']","['刘先林', '吴强华', '邵建平', '邬伦', '邱鲁闽', '王东', '朱华', '邱鲁闽', '殷小敏', '胡环宇', '王洪深', '幸帮艳', '许菲', '王东', '叶金福']"
宁波GQY视讯股份有限公司,300076,GQY视讯,安防设备,荆毅民,荆毅民,浙江,金茂凯德律师事务所,65.00,"['宁波高斯投资有限公司', '郭启寅', '邱清华', '邱鸿达', '袁向阳', '罗华', '肖志军', '黄春芳', '陈云华', '陈辉']","['郭华', '曹中', '顾颖', '崔刚', '荆毅民', '郭华', '秦霆镐', '周南菊', '于路', '王磊', '荆毅民', '吴雷鸣', '顾涛', '焦燕君', '韩静', '王磊']"
国民技术股份有限公司,300077,国民技术,电子元件,孙迎彤,孙迎彤,广东,广东宝城律师事务所,87.50,"['孙迎彤', '刘益谦', '余运波', '金立进', '蔡晓东', '罗昭学', '刘晓旭', '上海广文投资管理有限公司-广文价值发现1期证券投资基金', '法国兴业银行', '林永信']","['刘震国', '杨志红', '黄巧玲', '肖幼美', '李元怡', '朱永民', '孙迎彤', '王渝次', '朱永民', '孙迎彤', '梁洁', '黄学良', '肖德银', '陈子勤', '孟亚平', '俞鹂', '徐辉']"
思创医惠科技股份有限公司,300078,思创医惠,安防设备,章笠中,章笠中,浙江,浙江天册律师事务所,58.00,"['路楠', '杭州思创医惠集团有限公司', '章笠中', '中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金', '方振淳', '西藏瑞华资本管理有限公司', '浙江鲲鹏资产管理有限公司-鲲鹏资本-中瑞思创定增1号证券投资基金', '中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金', '中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金', '全国社保基金一一八组合']","['章笠中', '王凛', '楼翔', '孙新军', '周燕儿', '严义', '汪骏', '孙新军', '章笠中', '曾正', '梁健', '张立民', '蔡在法', '周燕儿']"
北京数码视讯科技股份有限公司,300079,数码科技,通讯行业,郑海涛,郑海涛,北京,北京汉智律师事务所,59.90,"['郑海涛', '杨钧', '綦军书', '北京华海德航科技有限公司', '刘东辉', '安伟', '陈雯鸶', '仲卫善', '李力华', '中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金']","['郑海涛', '石冬静', '石冬静', '曹嬿', '孙鹏程', '陈贺', '朱茶芬', '刘永欣', '郑海涛', '何沛中', '王家明', '孙鹏程']"
河南易成新能源股份有限公司,300080,易成新能,材料行业,陈文来,陈文来,河南,北京德恒(深圳)律师事务所,43.40,"['中国平煤神马能源化工集团有限责任公司', '姜维海', '宋贺臣', '河南省兆腾投资有限公司', '陈小娟', '李安宁', '袁永红', '平顶山煤业(集团)大庄矿劳动服务公司', '廖伟杰', '蔡新']","['蔡学恩', '王占峰', '赵全山', '江泳', '梁红霞', '孙毅', '陈文来', '崔屹', '刁英峰', '周志民', '梁西正', '于泽阳', '兰晓龙', '潘会萍', '梁西正', '江泳']"
恒信东方文化股份有限公司,300081,恒信东方,电子信息,孟宪民,孟宪民,北京,北京市炜衡律师事务所,38.78,"['孟宪民', '王冰', '裴军', '厦门荣信博投资合伙企业(有限合伙)', '沈阳政利投资有限公司', '宁波梅山保税港区东岦投资合伙企业(有限合伙)', '金鹰基金-工商银行-万向信托-万向信托-星辰50号事务管理类单一资金信托', '周杰', '孙健', '沈文']","['温剑锋', '潘超', '王冰', '裴军', '王冰', '陈伟', '杨文川', '傅葳', '鲍明亚', '周晓琦', '孟宪民', '孟宪民', '刘登清', '姚友厚', '许泽民', '潘超', '吴狄杰', '裴军', '李小波', '汪军民', '王林海']"
辽宁奥克化学股份有限公司,300082,奥克股份,化工行业,朱建民,朱建民,辽宁,北京德恒律师事务所,85.00,"['奥克控股集团股份公司', '广东德美精细化工集团股份有限公司', '中央汇金资产管理有限责任公司', '罗林骥', '邹荣联', '王桂柱', '徐国勇', '冯晓明', '平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金', '阿布达比投资局']","['董振鹏', '王树博', '徐坚', '刘兆滨', '朱宗将', '黄健军', '邹健', '黄冠雄', '宋恩军', '范小平', '高雪夫', '朱建民', '黄仁欢', '徐秀云', '熊焰韧', '杨向宏', '董振鹏']"
广东劲胜智能集团股份有限公司,300083,劲胜智能,金属制品,蔡万峰,夏军,广东,北京德恒律师事务所,36.00,"['劲辉国际企业有限公司', '夏军', '冯建华', '何海江', '袁永峰', '凌慧', '深圳市创世纪投资中心(有限合伙)', '石河子晨星股权投资管理合伙企业(有限合伙)', '钱业银', '马军梅']","['郑毅', '吴春庚', '王恩培', '伍永兵', '王建', '王九全', '王琼', '何海江', '夏军', '蔡万峰', '杨建东']"
海默科技(集团)股份有限公司,300084,海默科技,专用设备,窦剑文,窦剑文,甘肃,上海市锦天城(西安)律师事务所,33.00,"['窦剑文', '李建国', '中国华电集团财务有限公司', '金正谦', '麦克传感器有限公司', '肖钦羡', '洪沁', '张立刚', '北京德恒有限责任公司', '马骏']","['高玉洁', '张立强', '杨波', '杨波', '和晓登', '马骏', '窦剑文', '万红波', '白东', '火欣', '林学军', '朱伟林', '郑子琼', '方文彬']"
深圳市银之杰科技股份有限公司,300085,银之杰,软件服务,陈向军,陈向军,广东,北京市中银律师事务所,28.00,"['张学君', '何晔', '陈向军', '李军', '冯军', '深圳弘道天瑞投资有限责任公司', '兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划', '武汉春天和谐物业管理有限公司', '深圳市明达资产管理有限公司-明达12期私募投资基金', '香港中央结算有限公司']","['刘奕', '安丰森', '何剑', '李军', '郭斐', '冯军', '张学君', '许秋江', '郑学定', '李军', '陈向军', '汪婉欣', '何晔', '刘奕', '李玟臻']"
康芝药业股份有限公司,300086,康芝药业,医药制造,洪江游,洪江游,海南,北京大成(广州)律师事务所,60.00,"['海南宏氏投资有限公司', '广州高新区投资集团有限公司', '李凤琼', '陈燕娟', '陈惠贞', '洪江游', '海南康芝药业股份有限公司-第一期员工持股计划', '云南国际信托有限公司-聚鑫2026号集合资金信托计划', '彭雅馨', '洪江涛']","['洪江游', '陈友春', '洪志慧', '李幽泉', '郑建凯', '洪丽萍', '洪江游', '郑欢雪', '洪丽萍', '林德新', '洪东雄', '蔡莉', '高洪常', '吴清和']"
安徽荃银高科种业股份有限公司,300087,荃银高科,农牧饲渔,覃衡德,覃衡德,安徽,安徽天禾律师事务所,35.60,"['中化现代农业有限公司', '北京大北农科技集团股份有限公司', '张琴', '贾桂兰', '宁波梅山保税港区融轩股权投资中心(有限合伙)', '高健', '陈金节', '张从合', '许教源', '胡军']","['覃衡德', '朱全贵', '谢庆军', '高胜从', '江三桥', '张从合', '周萍华', '范斌', '张琴', '王玉林', '张庆一', '杨仕华', '宋维波', '阳庆华', '方玉', '杨毅', '张琴', '鲁柏祥', '王玉林']"
芜湖长信科技股份有限公司,300088,长信科技,电子元件,高前文,高前文,安徽,安徽承义律师事务所,24.00,"['芜湖铁元投资有限公司', '新疆润丰股权投资企业(有限合伙)', '香港中央结算有限公司', '芜湖长信科技股份有限公司-第二期员工持股计划', '中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金', '鹏华资产管理-浦发银行-鹏华资产大拇指泰然1号资产管理计划', '中央汇金资产管理有限责任公司', '中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金', '陈奇', '李明睿']","['李荔芳', '张兵', '朱立祥', '周子千', '高前文', '周波', '陈伟达', '张兵', '许沭华', '刘芳端', '秦青华', '郑建军', '方荣', '丁立健', '张冬花', '许沭华', '何晏兵', '邢晖', '魏李翔', '潘治', '李珺']"
广东文化长城集团股份有限公司,300089,文化长城,玻璃陶瓷,蔡廷祥,蔡廷祥,广东,北京市中伦(广州)律师事务所,20.50,"['蔡廷祥', '许高镭', '陈素芳', '吴淡珠', '宁波梅山保税港区御泓投资合伙企业(有限合伙)', '安卓易(北京)科技有限公司', '嘉兴卓智股权投资合伙企业(有限合伙)', '吴网腰', '任锋', '新余信公鑫睿资产管理合伙企业(有限合伙)-新余信公成长新兴资产管理合伙企业(有限合伙)']","['谢建歆', '蔡廷祥', '谢洁', '罗晨鹏', '吴淡珠', '顾云飞', '任锋', '蔡廷祥', '吴淡珠', '许高镭', '任锋', '朱风娣', '王心可', '高洪星', '林泰松', '陈伟雄', '金永丽']"
安徽盛运环保(集团)股份有限公司,300090,盛运环保,环保工程,刘玉斌,刘玉斌,安徽,北京安生律师事务所,17.00,"['开晓胜', '国投高科技投资有限公司', '长城国融投资管理有限公司', '安徽省铁路发展基金股份有限公司', '马鞍山先盛股权投资合伙企业(有限合伙)', '北京开源高新投资有限公司', '芜湖弘唯基石投资基金管理合伙企业(有限合伙)-众禄A股定增2号基金', '江阴湧金稀土投资有限公司', '上海博融贸易有限公司', '杨露华']","['陈军', '樊满生', '王鑫华', '朱良意', '翁冉', '何的明', '吴双喜', '张粮', '张友杰', '王勇', '王金元', '赵晓阳', '方思魏', '刘玉斌', '杨宝', '王华强', '伍敏']"
金通灵科技集团股份有限公司,300091,金通灵,机械行业,季伟,朱军,江苏,北京海润天睿律师事务所,28.20,"['季伟', '季维东', '南通产业控股集团有限公司', '南通科创创业投资管理有限公司', '邵耿东', '上海滚石投资管理有限公司-滚石9号股权投资私募基金', '徐建阳', '鹏华资产-浦发银行-上海爱建信托-爱建信托-浦发金通定增2号集合资金信托计划', '上海滚石投资管理有限公司-滚石3号运能能源股权投资基金', '上海锡绍投资管理中心(有限合伙)']","['钱金林', '侯江涛', '黄培丰', '季伟', '季伟', '季维东', '孙建', '王霞', '陈云光', '季维东', '袁学礼', '冒鑫鹏', '冯明飞', '金振明', '朱军', '朱红超', '曹小建', '申志刚', '马小奎', '郭俊', '赵蓉', '刘军', '陆建栋', '陈树军', '徐国华', '许坤明']"
四川科新机电股份有限公司,300092,科新机电,机械行业,林祯华,林祯华,四川,四川方纬律师事务所,16.00,"['林祯华', '林祯荣', '林祯富', '中央汇金资产管理有限责任公司', '周宇光', '周荣民', '强凯', '周荣玉', '罗志成', '杨利民']","['李勇', '李萍', '林祯华', '王波', '朱家骅', '李勇', '林祯荣', '周天文', '赵文安', '王俊恒', '张传贵', '杨辉', '强凯', '王雄元']"
广东金刚玻璃科技股份有限公司,300093,金刚玻璃,玻璃陶瓷,庄大建,林文卿(代),广东,北京国枫(深圳)律师事务所,16.20,"['何光雄', '拉萨市金刚玻璃实业有限公司', '高远', '梁荣基', '李少毅', '深圳能量互强资产管理有限公司-瑾瑜共赢一号私募证券投资基金', '张朝波', '李炜', '吴吉林', '张耿明']","['肖璟翊', '林臻', '林文卿', '何清', '林顺福', '林仰先', '陈伟英', '孙爽', '林文卿', '苏佩玉', '肖华', '何光雄', '庄毓新', '张坚华', '尹稚']"
湛江国联水产开发股份有限公司,300094,国联水产,农牧饲渔,李忠,李忠,广东,北京市君泽君(广州)律师事务所,14.38,"['新余国通投资管理有限公司', '永辉超市股份有限公司', '冠联国际投资有限公司', '广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)', '镇江润泰投资中心(有限合伙)', '中国华融资产管理股份有限公司', '宋佳骏', '李忠', '李亚保', '李国通']","['李春艳', '梁金华', '张勇', '林妙嫦', '王作宙', '陈汉', '陈汉', '樊春花', '李国通', '陈玉宇', '张勇', '唐岸莲', '吴丽青', '吴丽青', '李忠', '刘建勇', '冼海平', '赵红梅']"
江西华伍制动器股份有限公司,300095,华伍股份,机械行业,聂景华,聂景华,江西,北京市竞天公诚律师事务所,22.56,"['聂景华', '聂璐璐', '丰城市创东方丰水湖投资企业(有限合伙)', '上海振华重工(集团)股份有限公司', '江西华伍制动器股份有限公司-第1期员工持股计划', '江西华伍科技投资有限责任公司', '华宝信托有限责任公司-大地32号单一资金信托', '谢徐洲', '潘北河', '林诚东']","['周龙茂', '冯华', '周崎', '张璟', '聂璐璐', '陆国胜', '陈凤菊', '谢徐洲', '刘莹', '曾志勇', '陈凤菊', '聂景华', '曹明生', '付国章', '曾志勇', '姚永忠', '赖琛', '曹明生', '蔡奎', '聂璐璐']"
易联众信息技术股份有限公司,300096,易联众,软件服务,张曦,张曦,福建,北京市天元律师事务所,19.80,"['张曦', '厦门麟真贸易有限公司', '微医集团(浙江)有限公司', '古培坚', '中信聚信(北京)资本管理有限公司', '华夏成长证券投资基金', '中国对外经济贸易信托有限公司-外贸信托·昀沣6号证券投资集合资金信托计划', '林子宏', '朱秀芬', '吴跃良']","['许丽美', '邱晓华', '石雪莲', '江敦忠', '廖杰远', '陈菡', '孔祥谱', '李虹海', '黄文灿', '李虹海', '张曦', '詹亦文', '吴一禹', '游海涛', '陈东红', '郭骁昌', '吴梁斌', '吴一禹', '施建安', '苏伟斌', '张昱', '黄文灿', '陈江生', '何锐']"
大连智云自动化装备股份有限公司,300097,智云股份,机械行业,师利全,师利全,辽宁,北京市京都(大连)律师事务所,19.38,"['谭永良', '师利全', '青岛国信资本投资有限公司', '李小根', '南通金玖锐信投资管理有限公司-中汇金锐定增5期私募投资基金', '胡争光', '中欧盛世资产-广发银行-海通创新证券投资有限公司', '湖州摩山资产管理有限公司', '大连乾诚科技发展有限公司', '大连智云自动化装备股份有限公司-第一期员工持股计划']","['张先治', '史爽', '肖捷', '韩海鸥', '李超', '邹梦华', '王化智', '史爽', '王剑阳', '王剑阳', '李静思', '师利全', '师利全']"
高新兴科技集团股份有限公司,300098,高新兴,安防设备,刘双广,刘双广,广东,广东广信君达律师事务所,36.00,"['刘双广', '王云兰', '深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙)', '凯利易方资本管理有限公司-珠海凯腾投资合伙企业(有限合伙)', '广东粤科智新振业企业管理合伙企业(有限合伙)', '傅天耀', '全国社保基金一零四组合', '中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金', '全国社保基金四零三组合', '广发证券资管-广发资管支持民企FOF单一资产管理计划-证券行业支持民企发展系列之广发资管-高新兴1号单一资产管理计划']","['蒋成', '贾幼尧', '古永承', '杨海滨', '古永承', '程静', '侯玉清', '侯玉清', '钮彦平', '黄国兴', '叶伟明', '樊晓兵', '刘双广', '毛真福', '陈婧', '樊晓兵', '江涛', '方英杰', '方英杰']"
尤洛卡精准信息工程股份有限公司,300099,精准信息,仪器仪表,黄自伟,黄自伟,山东,北京市德恒(济南)律师事务所,48.65,"['王晶华', '李巍屹', '闫相宏', '李巍岩', '李继昌', '王敬芝', '李新安', '李巍峰', '田斌', '王静']","['赵志刚', '崔保航', '黄自伟', '王晶华', '王道银', '田斌', '曹洪伟', '黄自伟', '黄屹峰', '李霞', '李巍屹', '李巍岩', '王同孝', '赵志刚', '江霞', '马训波', '李巍屹', '孙兆华']"
宁波双林汽车部件股份有限公司,300100,双林股份,汽车行业,邬建斌,邬建斌,浙江,上海市锦天城律师事务所,20.91,"['双林集团股份有限公司', '邬建斌', '宁海新金沙江投资管理合伙企业(有限合伙)-宁海金石股权投资基金合伙企业(有限合伙)', '新火炬科技有限公司', '中国银河证券股份有限公司', '张国山', '上海华普汽车有限公司', '拉萨智度德诚创业投资合伙企业(有限合伙)', '王炬', '宁海吉盛传动技术有限公司']","['邬建斌', '钱雪明', '曹文', '刘俐君', '葛海岸', '刘文科', '刘旭东', '邬建斌', '杨琼琼', '邬维静', '张丽娟', '蔡行海', '程峰', '吴少伟', '朱黎明', '陈有甫', '陈有甫']"
成都振芯科技股份有限公司,300101,振芯科技,通讯行业,莫晓宇,莫晓宇,四川,国浩律师(上海)事务所,32.00,"['成都国腾电子集团有限公司', '中央汇金资产管理有限责任公司', '姚刚', '李勤', '徐奕', '史继军', '上海人寿保险股份有限公司-万能产品1', '上海果数电子商务有限公司', '张月洁', '吴宏宝']","['马旭凌', '鄢宏林', '王心国', '杨国勇', '王娟', '邹寿彬', '徐奕', '胡彪', '杨国勇', '谢俊', '谢俊', '赵泽松', '傅江', '徐进', '柏杰', '莫晓宇', '杨洪强', '徐奕']"
厦门乾照光电股份有限公司,300102,乾照光电,电子元件,金张育,金张育,福建,北京市海问律师事务所,45.00,"['长治市南烨实业集团有限公司', '深圳和君正德资产管理有限公司-正德远盛产业创新结构化私募基金', '山西黄河股权投资管理有限公司-太行产业并购私募基金', '深圳和君正德资产管理有限公司-正德鑫盛一号投资私募基金', '福建卓丰投资合伙企业(有限合伙)', '郭宇麟', '国通信托有限责任公司-国通信托·紫金15号卓丰增持集合资金信托计划', '国通信托有限责任公司-国通信托·紫金6号集合资金信托计划', '叶孙义', '王向武']","['刘兆', '商敬军', '刘晓军', '江曙晖', '蔡海防', '陈凯轩', '王梅芬', '牛兴盛', '张先成', '彭兴华', '郑元新', '陈诺夫', '刘文辉', '梁川', '严希阔', '蔡玉梅', '易阳春', '金张育']"
达刚控股集团股份有限公司,300103,达刚控股,专用设备,傅建平,孙建西,陕西,国浩律师(西安)事务所,29.10,"['桐乡市东英股权投资基金管理合伙企业(有限合伙)', '孙建西', '李太杰', '中央汇金资产管理有限责任公司', '孙忠平', '李飞宇', '黄喜珠', '黄平', '李爱兰', '黄进洪']","['傅建平', '王玫刚', '韦尔奇', '马丽', '房坤', '王妍', '李太杰', '何绪文', '韦尔奇', '傅瑜', '唐乾山', '孙建西', '黄铜生', '孙建西', '钟洪明', '王有蔚', '耿双华']"
乐视网信息技术(北京)股份有限公司,300104,乐视网,文化传媒,刘延峰,刘延峰,北京,北京市金杜律师事务所,29.20,"['贾跃亭', '天津嘉睿汇鑫企业管理有限公司', '刘弘', '贾跃民', '乐视控股(北京)有限公司', '财通基金-宁波银行-财通基金-富春定增1061号资产管理计划', '财通基金-宁波银行-财通基金-富春定增1076号资产管理计划', '大成基金-农业银行-大成中证金融资产管理计划', '广发基金-农业银行-广发中证金融资产管理计划', '中欧基金-农业银行-中欧中证金融资产管理计划']","['吕梦勇', '王雷让', '刘延峰', '刘延峰', '施建新', '张广辉', '刘洁', '武宝雨', '郑路']"
烟台龙源电力技术股份有限公司,300105,龙源技术,机械行业,杨怀亮,杨怀亮,山东,北京市纵横律师事务所,53.00,"['国电科技环保集团股份有限公司', '雄亚(维尔京)有限公司', '烟台开发区龙源电力燃烧控制工程有限公司', '中央汇金资产管理有限责任公司', '曹波', '李明歧', '程永红', '区振达', '王友国', '广东稳健投资基金管理有限公司']","['兰培珍', '程跃彬', '华冰璐', '杨志奇', '李伟', '杨伟东', '杨怀亮', '车得福', '胡湘燕', '姜付秀', '梁成永', '牛涛', '吴涌', '侯波', '张宝全', '杨怀亮', '刘克冷']"
新疆西部牧业股份有限公司,300106,西部牧业,农牧饲渔,秦江,秦江,新疆,北京国枫律师事务所,11.90,"['石河子国有资产经营(集团)有限公司', '唐建武', '李国平', '任凤群', '朱彩娟', '胡玉兰', '石河子市天富智盛股权投资有限公司', '张伟', '朱灿', '宗金文']","['陈建国', '梁雷', '牛红', '宋亮', '汤澄', '任林', '秦江', '周桂红', '毕磊', '高峻峰', '任林', '陈玉新', '周桂红', '秦明', '韩宇泽']"
河北建新化工股份有限公司,300107,建新股份,化工行业,朱守琛,朱守琛,河北,北京国枫律师事务所,38.00,"['朱守琛', '朱泽瑞', '黄吉芬', '陈学为', '朱秀全', '张文泽', '中央汇金资产管理有限责任公司', '唐俞萍', '陆轶智', '常鑫民']","['朱秀全', '马宁宁', '徐光武', '徐光武', '黄吉芬', '彭建民', '朱秀全', '张鼎映', '高辉', '孙维政', '侯菊英', '陈学为', '王秋生', '宋国民', '朱守琛', '陈学为', '朱泽瑞', '李胜楠', '王吉文']"
吉药控股集团股份有限公司,300108,吉药控股,医药制造,孙军,孙军,吉林,北京市天元律师事务所,20.48,"['卢忠奎', '孙军', '吉林省现代农业和新兴产业投资基金有限公司', '汇安基金-浦发银行-江海证券有限公司', '梅河口金河德正创业投资中心(有限合伙)', '上海国药股权投资基金合伙企业(有限合伙)', '叶晖', '王平平', '黄克凤', '叶佳']","['单亚明', '张华', '张忠伟', '陈国福', '刘龙', '孙军', '张建浩', '辛大成', '赵大鹏', '张亮', '顾蕴哲', '卢忠奎', '赵丽媛', '孙军', '张亮', '由克利']"
博爱新开源医疗科技集团股份有限公司,300109,新开源,化工行业,王坚强,王坚强,河南,北京市中伦律师事务所,30.00,"['王东虎', '华融天泽投资有限公司', '芜湖长城国隆投资管理有限公司-芜湖长谦投资中心(有限合伙)', '方华生', '王坚强', '赵天', '杨海江', '胡兵来', '景成君玉(杭州)投资有限责任公司-广州君泽股权投资管理合伙企业(有限合伙)', '上海周济同历资产管理有限公司-天津同历并赢二号企业管理咨询中心(有限合伙)']","['王新梦', '刘丹', '吴德军', '张军政', '张德栋', '刘海峰', '邹晓文', '康熙雄', '张军政', '刘爱民', '任大龙', '周彤', '曲云霞', '邢小亮', '杨洪波', '王坚强', '李春平', '赵威']"
华仁药业股份有限公司,300110,华仁药业,医药制造,杨效东,杨效东,山东,文康律师事务所,13.99,"['西安曲江天授大健康投资合伙企业(有限合伙)', '华仁世纪集团有限公司', '红塔创新投资股份有限公司', '永裕恒丰投资管理有限公司', '吕波', '鹏华资产-浦发银行-鹏华资产方圆5号资产管理计划', '沈宁', '鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划', '梁富友', '秦浩']","['李晓丽', '杨效东', '李明', '张天西', '万洪春', '杨效东', '王文萍', '贺大林', '刘千', '张烜', '沈宏策', '姬生斌', '梁富友', '强力', '冯根福', '季向东', '李阳', '吴聪', '褚旭', '梁红', '初晓君']"
