stock_id,leader_name
600086,杜莉娟
600086,石永旗
600086,孙敦标
600086,张文风
600086,张兆国
600086,刘福民
600086,陈香兰
600086,高国旭
600086,张文风
600086,彭卓义
600086,刘福民
600086,姜平
600086,宋孝刚
600086,曹霞
600088,任达清
600088,刘宏伟
600088,白河山
600088,蔡中玉
600088,贺芳
600088,庞正忠
600088,任春萍
600088,王浩
600088,陈海燕
600088,赵建军
600088,王钧
600088,宗文龙
600088,唐世鼎
600088,李颖
600088,吕春光
600088,王钧
600088,胡源广
600089,蒋立志
600089,吕六山
600089,徐瑛
600089,宋磊
600089,胡南
600089,张新
600089,杨百寅
600089,郭俊香
600089,胡南
600089,王益民
600089,焦海华
600089,郭金
600089,李边区
600089,张爱琴
600089,黄汉杰
600089,白云罡
600089,罗军
600089,陈盈如
600089,陈奇军
600089,韩数
600089,孙卫红
600089,黄汉杰
600089,胡有成
600089,董景辰
600089,胡述军
600090,张美华
600090,王锦霞
600090,孙玉平
600090,孙玉平
600090,胡建华
600090,张金鑫
600090,袁兵峰
600090,魏军桥
600090,魏军桥
600090,李红全
600090,王渊
600090,杨涛
600090,李青
600090,廖圣林
600090,李青
600090,张晓莉
600090,林晓冰
600090,周璇
600090,李冲
600091,苗文政
600091,兰俊玲
600091,高大林
600091,李国春
600091,周序中
600091,付伟
600091,李靖波
600091,关明
600091,高大林
600091,崔蒙生
600091,李国春
600091,王京玉
600091,刘金红
600091,孙立武
600091,关明
600091,吴振清
600093,罗寅
600093,王刚
600093,徐蓬
600093,李洋
600093,冷天晴
600093,任子翔
600093,马赛荣
600093,赵起高
600093,苏丽军
600093,李笑非
600093,梁志宏
600093,嵇长青
600093,王跃华
600093,谢建辉
600093,冷天晴
600094,陈玲
600094,卢世华
600094,俞锦
600094,冷文斌
600094,俞凯
600094,郑国强
600094,郑国强
600094,马洪
600094,鲍金林
600094,张燕琦
600094,江山
600094,俞培俤
600094,冷文斌
600094,梁婧
600094,王文贵
600094,俞锦
600094,林振文
600094,俞丽
600094,陈峰
600095,史建明
600095,黄海伦
600095,王钟声
600095,钟赟
600095,史建明
600095,叶正猛
600095,黄海伦
600095,孙景双
600095,詹超
600095,王锦岐
600095,何慧梅
600095,韩东平
600096,郭成岗
600096,谢华贵
600096,段文瀚
600096,时雪松
600096,Ofer Lifshitz
600096,李红斌
600096,Yaacov Altman
600096,陇贤君
600096,何涛
600096,马跃奎
600096,段文瀚
600096,胡均
600096,钟德红
600096,钟德红
600096,周春梅
600096,王楠
600096,吴成莲
600096,易宣刚
600096,张文学
600096,黄河龙
600096,师永林
600096,郭鹏飞
600096,万崇
600097,许柳雄
600097,汪涛
600097,刘晓峰
600097,王建文
600097,马云
600097,叶守建
600097,马莉黛
600097,段君恒
600097,朱正伟
600097,陈勇
600097,唐文华
600097,徐亚军
600097,谢峰
600097,段君恒
600097,王薇
600097,朱继宏
600097,钱卫彬
600098,王铁军
600098,吴宏
600098,苑欣
600098,乔武康
600098,张龙
600098,李光
600098,伍竹林
600098,曾萍
600098,马晓茜
600098,张滔
600098,罗志刚
600098,谢康
600098,吴旭
600098,冯凯芸
600098,张灿华
600098,吴旭
600098,杨德明
600099,秦圣高
600099,高翔
600099,李鹏鹏
600099,俞国胜
600099,刘斌
600099,常康忠
600099,陈武明
600099,李猛
600099,韩保进
600099,刘群
600099,袁伟
600099,刘斌
600099,常康忠
600099,张光远
600099,孙峰
600099,刘彬
600100,蒋毅刚
600100,李健航
600100,刘刚
600100,刘卫东
600100,孙娟
600100,周海英
600100,李吉生
600100,燕宪文
600100,黄俞
600100,何佳
600100,张文娟
600100,周侠
600100,李艳和
600100,周立业
600100,张兴虎
600100,高志
600100,范新
600100,秦绪忠
600100,张园园
600100,黄俞
600100,赵晶
600101,邓齐明
600101,吴开超
600101,陈宏
600101,雷斌
600101,赵雄翔
600101,向道泉
600101,刘礼志
600101,邹德成
600101,陈华祥
600101,蒋毅
600101,王更生
600101,李江
600101,陶明
600101,何永祥
600101,何云
600101,吴海涛
600101,刘晓锋
600101,向伟
600101,蒋青
600101,王晓晖
600101,向道泉
600103,郑剑军
600103,徐宗明
600103,梁明富
600103,何德寿
600103,毛前友
600103,林建平
600103,周民煌
600103,曹仕贵
600103,林孝帮
600103,林新利
600103,张小强
600103,郑学军
600103,阙友雄
600103,杨守杰
600103,程欣
600103,林小河
600103,曲凯
600103,潘其星
600103,黄金镖
600103,林小河
600103,郭俊卿
600103,郑鸣峰
600103,余宗远
600104,祝培莉
600104,陈德美
600104,杨晓东
600104,王坚
600104,沈阳
600104,李若山
600104,沈晓苏
600104,易连
600104,蓝青松
600104,卫勇
600104,曾赛星
600104,王晓秋
600104,陈虹
600104,祖似杰
600104,姜宝新
600104,钟立欣
600104,周郎辉
600104,陶鑫良
600104,王晓秋
600105,耿成轩
600105,郭建国
600105,莫思铭
600105,张国栋
600105,华卫良
600105,朱其珍
600105,赵佩杰
600105,莫林弟
600105,蔡渊
600105,李凡
600105,莫思铭
600105,吴春苗
600105,毛冬勤
600105,陈海娟
